"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"FCGR2A","Approved symbol","FCGR2A","Fc gamma receptor IIa","HGNC:3616","1q23.3"
"FCGR2B","Approved symbol","FCGR2B","Fc gamma receptor IIb","HGNC:3618","1q23.3"
"FCRL3","Approved symbol","FCRL3","Fc receptor like 3","HGNC:18506","1q23.1"
"FCRL4","Approved symbol","FCRL4","Fc receptor like 4","HGNC:18507","1q23.1"
"FECH","Approved symbol","FECH","ferrochelatase","HGNC:3647","18q21.31"
"FEN1","Approved symbol","FEN1","flap structure-specific endonuclease 1","HGNC:3650","11q12.2"
"FERMT3","Approved symbol","FERMT3","FERM domain containing kindlin 3","HGNC:23151","11q13.1"
"FES","Approved symbol","FES","FES proto-oncogene, tyrosine kinase","HGNC:3657","15q26.1"
"FEV","Approved symbol","FEV","FEV transcription factor, ETS family member","HGNC:18562","2q35"
"FGA","Approved symbol","FGA","fibrinogen alpha chain","HGNC:3661","4q31.3"
"FGB","Approved symbol","FGB","fibrinogen beta chain","HGNC:3662","4q31.3"
"FGD1","Approved symbol","FGD1","FYVE, RhoGEF and PH domain containing 1","HGNC:3663","Xp11.22"
"FGD4","Approved symbol","FGD4","FYVE, RhoGEF and PH domain containing 4","HGNC:19125","12p11.21"
"FGF1","Approved symbol","FGF1","fibroblast growth factor 1","HGNC:3665","5q31.3"
"FGF10","Approved symbol","FGF10","fibroblast growth factor 10","HGNC:3666","5p12"
"FGF12","Approved symbol","FGF12","fibroblast growth factor 12","HGNC:3668","3q28-q29"
"FGF14","Approved symbol","FGF14","fibroblast growth factor 14","HGNC:3671","13q33.1"
"FGF19","Approved symbol","FGF19","fibroblast growth factor 19","HGNC:3675","11q13.3"
"FGF2","Approved symbol","FGF2","fibroblast growth factor 2","HGNC:3676","4q28.1"
"FGF2","Alias symbol","FGF13","fibroblast growth factor 13","HGNC:3670","Xq26.3-q27.1"
"FGF20","Approved symbol","FGF20","fibroblast growth factor 20","HGNC:3677","8p22"
"FGF23","Approved symbol","FGF23","fibroblast growth factor 23","HGNC:3680","12p13.32"
"FGF3","Approved symbol","FGF3","fibroblast growth factor 3","HGNC:3681","11q13.3"
"FGF4","Approved symbol","FGF4","fibroblast growth factor 4","HGNC:3682","11q13.3"
"FGF5","Approved symbol","FGF5","fibroblast growth factor 5","HGNC:3683","4q21.21"
"FGF6","Approved symbol","FGF6","fibroblast growth factor 6","HGNC:3684","12p13.32"
"FGF7","Approved symbol","FGF7","fibroblast growth factor 7","HGNC:3685","15q21.2"
"FGF8","Approved symbol","FGF8","fibroblast growth factor 8","HGNC:3686","10q24.32"
"FGF9","Approved symbol","FGF9","fibroblast growth factor 9","HGNC:3687","13q12.11"
"FGFR1","Approved symbol","FGFR1","fibroblast growth factor receptor 1","HGNC:3688","8p11.23"
"FGFR1OP","Previous symbol","CEP43","centrosomal protein 43","HGNC:17012","6q27"
"FGFR1OP2","Approved symbol","FGFR1OP2","FGFR1 oncogene partner 2","HGNC:23098","12p11.23"
"FGFR2","Approved symbol","FGFR2","fibroblast growth factor receptor 2","HGNC:3689","10q26.13"
"FGFR3","Approved symbol","FGFR3","fibroblast growth factor receptor 3","HGNC:3690","4p16.3"
"FGFR4","Approved symbol","FGFR4","fibroblast growth factor receptor 4","HGNC:3691","5q35.2"
"FGG","Approved symbol","FGG","fibrinogen gamma chain","HGNC:3694","4q32.1"
"FGGY","Approved symbol","FGGY","FGGY carbohydrate kinase domain containing","HGNC:25610","1p32.1"
"FH","Approved symbol","FH","fumarate hydratase","HGNC:3700","1q43"
"FHIT","Approved symbol","FHIT","fragile histidine triad diadenosine triphosphatase","HGNC:3701","3p14.2"
"FHL1","Approved symbol","FHL1","four and a half LIM domains 1","HGNC:3702","Xq26.3"
"FHL1","Alias symbol","CFH","complement factor H","HGNC:4883","1q31.3"
"FIG4","Approved symbol","FIG4","FIG4 phosphoinositide 5-phosphatase","HGNC:16873","6q21"
"FIGLA","Approved symbol","FIGLA","folliculogenesis specific bHLH transcription factor","HGNC:24669","2p13.3"
"FIP1L1","Approved symbol","FIP1L1","factor interacting with PAPOLA and CPSF1","HGNC:19124","4q12"
"FKBP10","Approved symbol","FKBP10","FKBP prolyl isomerase 10","HGNC:18169","17q21.2"
"FKBP9","Approved symbol","FKBP9","FKBP prolyl isomerase 9","HGNC:3725","7p14.3"
"FKBP9","Alias symbol","FKBP1B","FKBP prolyl isomerase 1B","HGNC:3712","2p23.3"
"FKRP","Approved symbol","FKRP","fukutin related protein","HGNC:17997","19q13.32"
"FKTN","Approved symbol","FKTN","fukutin","HGNC:3622","9q31.2"
"FLCN","Approved symbol","FLCN","folliculin","HGNC:27310","17p11.2"
"FLG","Approved symbol","FLG","filaggrin","HGNC:3748","1q21.3"
"FLG","Alias symbol","FGFR1","fibroblast growth factor receptor 1","HGNC:3688","8p11.23"
"FLI1","Approved symbol","FLI1","Fli-1 proto-oncogene, ETS transcription factor","HGNC:3749","11q24.3"
"FLI1","Alias symbol","FLII","FLII actin remodeling protein","HGNC:3750","17p11.2"
"FLII","Approved symbol","FLII","FLII actin remodeling protein","HGNC:3750","17p11.2"
"FLNA","Approved symbol","FLNA","filamin A","HGNC:3754","Xq28"
"FLNB","Approved symbol","FLNB","filamin B","HGNC:3755","3p14.3"
"FLNC","Approved symbol","FLNC","filamin C","HGNC:3756","7q32.1"
"FLT1","Approved symbol","FLT1","fms related receptor tyrosine kinase 1","HGNC:3763","13q12.3"
"FLT3","Approved symbol","FLT3","fms related receptor tyrosine kinase 3","HGNC:3765","13q12.2"
"FLT4","Approved symbol","FLT4","fms related receptor tyrosine kinase 4","HGNC:3767","5q35.3"
"FLVCR2","Approved symbol","FLVCR2","FLVCR choline and putative heme transporter 2","HGNC:20105","14q24.3"
"FLYWCH1","Approved symbol","FLYWCH1","FLYWCH-type zinc finger 1","HGNC:25404","16p13.3"
"FMR1","Approved symbol","FMR1","fragile X messenger ribonucleoprotein 1","HGNC:3775","Xq27.3"
"FNBP1","Approved symbol","FNBP1","formin binding protein 1","HGNC:17069","9q34.11"
"FOLH1","Approved symbol","FOLH1","folate hydrolase 1","HGNC:3788","11p11.12"
"FOLR1","Approved symbol","FOLR1","folate receptor alpha","HGNC:3791","11q13.4"
"FOXA1","Approved symbol","FOXA1","forkhead box A1","HGNC:5021","14q21.1"
"FOXC2","Approved symbol","FOXC2","forkhead box C2","HGNC:3801","16q24.1"
"FOXE3","Approved symbol","FOXE3","forkhead box E3","HGNC:3808","1p33"
"FOXF1","Approved symbol","FOXF1","forkhead box F1","HGNC:3809","16q24.1"
"FOXG1","Approved symbol","FOXG1","forkhead box G1","HGNC:3811","14q12"
"FOXJ1","Approved symbol","FOXJ1","forkhead box J1","HGNC:3816","17q25.1"
"FOXL2","Approved symbol","FOXL2","forkhead box L2","HGNC:1092","3q22.3"
"FOXN4","Approved symbol","FOXN4","forkhead box N4","HGNC:21399","12q24.11"
"FOXO1","Approved symbol","FOXO1","forkhead box O1","HGNC:3819","13q14.11"
"FOXO3","Approved symbol","FOXO3","forkhead box O3","HGNC:3821","6q21"
"FOXO4","Approved symbol","FOXO4","forkhead box O4","HGNC:7139","Xq13.1"
"FOXP1","Approved symbol","FOXP1","forkhead box P1","HGNC:3823","3p13"
"FOXP2","Approved symbol","FOXP2","forkhead box P2","HGNC:13875","7q31.1"
"FOXP3","Approved symbol","FOXP3","forkhead box P3","HGNC:6106","Xp11.23"
"FOXR1","Approved symbol","FOXR1","forkhead box R1","HGNC:29980","11q23.3"
"FRAS1","Approved symbol","FRAS1","Fraser extracellular matrix complex subunit 1","HGNC:19185","4q21.21"
"FREM2","Approved symbol","FREM2","FRAS1 related extracellular matrix 2","HGNC:25396","13q13.3"
"FRMD7","Approved symbol","FRMD7","FERM domain containing 7","HGNC:8079","Xq26.2"
"FRS2","Approved symbol","FRS2","fibroblast growth factor receptor substrate 2","HGNC:16971","12q15"
"FRYL","Approved symbol","FRYL","FRY like transcription coactivator","HGNC:29127","4p11"
"FRZB","Approved symbol","FRZB","frizzled related protein","HGNC:3959","2q32.1"
"FSCN2","Approved symbol","FSCN2","fascin actin-bundling protein 2, retinal","HGNC:3960","17q25.3"
"FSHR","Approved symbol","FSHR","follicle stimulating hormone receptor","HGNC:3969","2p16.3"
"FSTL1","Approved symbol","FSTL1","follistatin like 1","HGNC:3972","3q13.33"
"FSTL3","Approved symbol","FSTL3","follistatin like 3","HGNC:3973","19p13.3"
"FTL","Approved symbol","FTL","ferritin light chain","HGNC:3999","19q13.33"
"FTSJ1","Approved symbol","FTSJ1","FtsJ RNA 2'-O-methyltransferase 1","HGNC:13254","Xp11.23"
"FUBP1","Approved symbol","FUBP1","far upstream element binding protein 1","HGNC:4004","1p31.1"
"FUCA1","Approved symbol","FUCA1","alpha-L-fucosidase 1","HGNC:4006","1p36.11"
"FURIN","Approved symbol","FURIN","furin, paired basic amino acid cleaving enzyme","HGNC:8568","15q26.1"
"FUS","Approved symbol","FUS","FUS RNA binding protein","HGNC:4010","16p11.2"
"FXN","Approved symbol","FXN","frataxin","HGNC:3951","9q21.11"
"FYN","Approved symbol","FYN","FYN proto-oncogene, Src family tyrosine kinase","HGNC:4037","6q21"
"FZD4","Approved symbol","FZD4","frizzled class receptor 4","HGNC:4042","11q14.2"
"FZR1","Approved symbol","FZR1","fizzy and cell division cycle 20 related 1","HGNC:24824","19p13.3"
"G6PC","Previous symbol","G6PC1","glucose-6-phosphatase catalytic subunit 1","HGNC:4056","17q21.31"
"G6PC3","Approved symbol","G6PC3","glucose-6-phosphatase catalytic subunit 3","HGNC:24861","17q21.31"
"G6PD","Approved symbol","G6PD","glucose-6-phosphate dehydrogenase","HGNC:4057","Xq28"
"GAA","Approved symbol","GAA","alpha glucosidase","HGNC:4065","17q25.3"
"GAB1","Approved symbol","GAB1","GRB2 associated binding protein 1","HGNC:4066","4q31.21"
"GAB1","Alias symbol","PIGU","phosphatidylinositol glycan anchor biosynthesis class U","HGNC:15791","20q11.22"
"GAB2","Approved symbol","GAB2","GRB2 associated binding protein 2","HGNC:14458","11q14.1"
"GABRA1","Approved symbol","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1","HGNC:4075","5q34"
"GABRA6","Approved symbol","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6","HGNC:4080","5q34"
"GABRB3","Approved symbol","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3","HGNC:4083","15q12"
"GABRD","Approved symbol","GABRD","gamma-aminobutyric acid type A receptor subunit delta","HGNC:4084","1p36.33"
"GABRG2","Approved symbol","GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2","HGNC:4087","5q34"
"GAD1","Approved symbol","GAD1","glutamate decarboxylase 1","HGNC:4092","2q31.1"
"GADD45B","Approved symbol","GADD45B","growth arrest and DNA damage inducible beta","HGNC:4096","19p13.3"
"GALC","Approved symbol","GALC","galactosylceramidase","HGNC:4115","14q31.3"
"GALE","Approved symbol","GALE","UDP-galactose-4-epimerase","HGNC:4116","1p36.11"
"GALK1","Approved symbol","GALK1","galactokinase 1","HGNC:4118","17q25.1"
"GALNS","Approved symbol","GALNS","galactosamine (N-acetyl)-6-sulfatase","HGNC:4122","16q24.3"
"GALNT12","Approved symbol","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12","HGNC:19877","9q22.33"
"GALNT3","Approved symbol","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3","HGNC:4125","2q24.3"
"GALT","Approved symbol","GALT","galactose-1-phosphate uridylyltransferase","HGNC:4135","9p13.3"
"GAN","Approved symbol","GAN","gigaxonin","HGNC:4137","16q23.2"
"GAPDHP26","Approved symbol","GAPDHP26","glyceraldehyde 3 phosphate dehydrogenase pseudogene 26","HGNC:37778","9q31.1"
"GARS1","Approved symbol","GARS1","glycyl-tRNA synthetase 1","HGNC:4162","7p14.3"
"GAS7","Approved symbol","GAS7","growth arrest specific 7","HGNC:4169","17p13.1"
"GATA1","Approved symbol","GATA1","GATA binding protein 1","HGNC:4170","Xp11.23"
"GATA2","Approved symbol","GATA2","GATA binding protein 2","HGNC:4171","3q21.3"
"GATA3","Approved symbol","GATA3","GATA binding protein 3","HGNC:4172","10p14"
"GATA4","Approved symbol","GATA4","GATA binding protein 4","HGNC:4173","8p23.1"
"GATA6","Approved symbol","GATA6","GATA binding protein 6","HGNC:4174","18q11.2"
"GATD3A","Previous symbol","GATD3","glutamine amidotransferase class 1 domain containing 3","HGNC:1273","21q22.3"
"GBA","Previous symbol","GBA1","glucosylceramidase beta 1","HGNC:4177","1q22"
"GBE1","Approved symbol","GBE1","1,4-alpha-glucan branching enzyme 1","HGNC:4180","3p12.2"
"GCDH","Approved symbol","GCDH","glutaryl-CoA dehydrogenase","HGNC:4189","19p13.13"
"GCH1","Approved symbol","GCH1","GTP cyclohydrolase 1","HGNC:4193","14q22.2"
"GCKR","Approved symbol","GCKR","glucokinase regulator","HGNC:4196","2p23.3"
"GCKR","Alias symbol","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","HGNC:6867","14q22.1"
"GCLC","Approved symbol","GCLC","glutamate-cysteine ligase catalytic subunit","HGNC:4311","6p12.1"
"GCM2","Approved symbol","GCM2","glial cells missing transcription factor 2","HGNC:4198","6p24.2"
"GCSH","Approved symbol","GCSH","glycine cleavage system protein H","HGNC:4208","16q23.2"
"GDAP1","Approved symbol","GDAP1","ganglioside induced differentiation associated protein 1","HGNC:15968","8q21.11"
"GDF1","Approved symbol","GDF1","growth differentiation factor 1","HGNC:4214","19p13.11"
"GDF5","Approved symbol","GDF5","growth differentiation factor 5","HGNC:4220","20q11.22"
"GDF6","Approved symbol","GDF6","growth differentiation factor 6","HGNC:4221","8q22.1"
"GDI1","Approved symbol","GDI1","GDP dissociation inhibitor 1","HGNC:4226","Xq28"
"GDNF","Approved symbol","GDNF","glial cell derived neurotrophic factor","HGNC:4232","5p13.2"
"GEN1","Approved symbol","GEN1","GEN1 Holliday junction 5' flap endonuclease","HGNC:26881","2p24.2"
"GFAP","Approved symbol","GFAP","glial fibrillary acidic protein","HGNC:4235","17q21.31"
"GFER","Approved symbol","GFER","growth factor, augmenter of liver regeneration","HGNC:4236","16p13.3"
"GFM1","Approved symbol","GFM1","G elongation factor mitochondrial 1","HGNC:13780","3q25.32"
"GGCX","Approved symbol","GGCX","gamma-glutamyl carboxylase","HGNC:4247","2p11.2"
"GH1","Approved symbol","GH1","growth hormone 1","HGNC:4261","17q23.3"
"GHR","Approved symbol","GHR","growth hormone receptor","HGNC:4263","5p13.1-p12"
"GHRHR","Approved symbol","GHRHR","growth hormone releasing hormone receptor","HGNC:4266","7p14.3"
"GHSR","Approved symbol","GHSR","growth hormone secretagogue receptor","HGNC:4267","3q26.31"
"GID4","Approved symbol","GID4","GID complex subunit 4 homolog","HGNC:28453","17p11.2"
"GIGYF2","Approved symbol","GIGYF2","GRB10 interacting GYF protein 2","HGNC:11960","2q37.1"
"GJA1","Approved symbol","GJA1","gap junction protein alpha 1","HGNC:4274","6q22.31"
"GJA3","Approved symbol","GJA3","gap junction protein alpha 3","HGNC:4277","13q12.11"
"GJA5","Approved symbol","GJA5","gap junction protein alpha 5","HGNC:4279","1q21.2"
"GJB1","Approved symbol","GJB1","gap junction protein beta 1","HGNC:4283","Xq13.1"
"GJB2","Approved symbol","GJB2","gap junction protein beta 2","HGNC:4284","13q12.11"
"GJB3","Approved symbol","GJB3","gap junction protein beta 3","HGNC:4285","1p34.3"
"GJB4","Approved symbol","GJB4","gap junction protein beta 4","HGNC:4286","1p34.3"
"GJB6","Approved symbol","GJB6","gap junction protein beta 6","HGNC:4288","13q12.11"
"GJC2","Approved symbol","GJC2","gap junction protein gamma 2","HGNC:17494","1q42.13"
"GLA","Approved symbol","GLA","galactosidase alpha","HGNC:4296","Xq22.1"
"GLA","Alias symbol","NAT8","N-acetyltransferase 8 (putative)","HGNC:18069","2p13.1"
"GLB1","Approved symbol","GLB1","galactosidase beta 1","HGNC:4298","3p22.3"
"GLDC","Approved symbol","GLDC","glycine decarboxylase","HGNC:4313","9p24.1"
"GLE1","Approved symbol","GLE1","GLE1 RNA export mediator","HGNC:4315","9q34.11"
"GLI1","Approved symbol","GLI1","GLI family zinc finger 1","HGNC:4317","12q13.3"
"GLI2","Approved symbol","GLI2","GLI family zinc finger 2","HGNC:4318","2q14.2"
"GLI3","Approved symbol","GLI3","GLI family zinc finger 3","HGNC:4319","7p14.1"
"GLIS3","Approved symbol","GLIS3","GLIS family zinc finger 3","HGNC:28510","9p24.2"
"GLMN","Approved symbol","GLMN","glomulin, FKBP associated protein","HGNC:14373","1p22.1"
"GLRA1","Approved symbol","GLRA1","glycine receptor alpha 1","HGNC:4326","5q33.1"
"GLRB","Approved symbol","GLRB","glycine receptor beta","HGNC:4329","4q32.1"
"GLUD1","Approved symbol","GLUD1","glutamate dehydrogenase 1","HGNC:4335","10q23.2"
"GLUD1","Alias symbol","GRID1","glutamate ionotropic receptor delta type subunit 1","HGNC:4575","10q23.1-q23.2"
"GM2A","Approved symbol","GM2A","ganglioside GM2 activator","HGNC:4367","5q33.1"
"GMPS","Approved symbol","GMPS","guanine monophosphate synthase","HGNC:4378","3q25.31"
"GNA11","Approved symbol","GNA11","G protein subunit alpha 11","HGNC:4379","19p13.3"
"GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"GNA13","Approved symbol","GNA13","G protein subunit alpha 13","HGNC:4381","17q24.1"
"GNAQ","Approved symbol","GNAQ","G protein subunit alpha q","HGNC:4390","9q21.2"
"GNAS","Approved symbol","GNAS","GNAS complex locus","HGNC:4392","20q13.32"
"GNAT2","Approved symbol","GNAT2","G protein subunit alpha transducin 2","HGNC:4394","1p13.3"
"GNB1","Approved symbol","GNB1","G protein subunit beta 1","HGNC:4396","1p36.33"
"GNE","Approved symbol","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","HGNC:23657","9p13.3"
"GNPAT","Approved symbol","GNPAT","glyceronephosphate O-acyltransferase","HGNC:4416","1q42.2"
"GNPTAB","Approved symbol","GNPTAB","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta","HGNC:29670","12q23.2"
"GNPTG","Approved symbol","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma","HGNC:23026","16p13.3"
"GNRHR","Approved symbol","GNRHR","gonadotropin releasing hormone receptor","HGNC:4421","4q13.2"
"GNS","Approved symbol","GNS","glucosamine (N-acetyl)-6-sulfatase","HGNC:4422","12q14.3"
"GOLGA5","Approved symbol","GOLGA5","golgin A5","HGNC:4428","14q32.12"
"GOLPH3","Approved symbol","GOLPH3","golgi phosphoprotein 3","HGNC:15452","5p13.3"
"GOPC","Approved symbol","GOPC","golgi associated PDZ and coiled-coil motif containing","HGNC:17643","6q22.1"
"GOSR2","Approved symbol","GOSR2","golgi SNAP receptor complex member 2","HGNC:4431","17q21.32"
"GOT1","Approved symbol","GOT1","glutamic-oxaloacetic transaminase 1","HGNC:4432","10q24.2"
"GOT1","Alias symbol","GOLT1A","golgi transport 1A","HGNC:24766","1q32.1"
"GOT1","Alias symbol","GOLT1B","golgi transport 1B","HGNC:20175","12p12.1"
"GP1BB","Approved symbol","GP1BB","glycoprotein Ib platelet subunit beta","HGNC:4440","22q11.21"
"GP9","Approved symbol","GP9","glycoprotein IX platelet","HGNC:4444","3q21.3"
"GPC3","Approved symbol","GPC3","glypican 3","HGNC:4451","Xq26.2"
"GPC5","Approved symbol","GPC5","glypican 5","HGNC:4453","13q31.3"
"GPD1L","Approved symbol","GPD1L","glycerol-3-phosphate dehydrogenase 1 like","HGNC:28956","3p22.3"
"GPHN","Approved symbol","GPHN","gephyrin","HGNC:15465","14q23.3"
"GPI","Approved symbol","GPI","glucose-6-phosphate isomerase","HGNC:4458","19q13.11"
"GPI","Alias symbol","GNPDA1","glucosamine-6-phosphate deaminase 1","HGNC:4417","5q31.3"
"GPN1","Approved symbol","GPN1","GPN-loop GTPase 1","HGNC:17030","2p23.3"
"GPR12","Approved symbol","GPR12","G protein-coupled receptor 12","HGNC:4466","13q12.13"
"GPR143","Approved symbol","GPR143","G protein-coupled receptor 143","HGNC:20145","Xp22.2"
"GPR176","Approved symbol","GPR176","G protein-coupled receptor 176","HGNC:32370","15q14-q15.1"
"GPR35","Approved symbol","GPR35","G protein-coupled receptor 35","HGNC:4492","2q37.3"
"GPS2","Approved symbol","GPS2","G protein pathway suppressor 2","HGNC:4550","17p13.1"
"GRB7","Approved symbol","GRB7","growth factor receptor bound protein 7","HGNC:4567","17q12"
"GREM1","Approved symbol","GREM1","gremlin 1, DAN family BMP antagonist","HGNC:2001","15q13.3"
"GRHPR","Approved symbol","GRHPR","glyoxylate and hydroxypyruvate reductase","HGNC:4570","9p13.2"
"GRIA3","Approved symbol","GRIA3","glutamate ionotropic receptor AMPA type subunit 3","HGNC:4573","Xq25"
